City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,Tateyama,JP,34.9833,139.8667,83.14,73,9,16.87,clear sky
351,Mosquera,CO,4.7059,-74.2302,51.89,100,90,2.3,light rain
352,Emba,KZ,48.8264,58.1442,45.16,63,53,3.33,broken clouds
353,Yellowknife,CA,62.456,-114.3525,35.42,100,90,7,light rain
354,Cape Girardeau,US,37.3834,-89.7168,73.58,75,1,10.96,clear sky
355,Colquiri,BO,-17.4167,-67.1333,43.93,69,72,1.97,broken clouds
356,Atasu,KZ,48.6814,71.6433,43.27,69,100,9.53,light rain
357,Narsaq,GL,60.9167,-46.05,28.62,46,17,1.1,few clouds
358,Hauterive,FR,46.0901,3.4459,39.96,94,0,0.18,clear sky
359,Fukue,JP,32.6881,128.8419,80.96,78,75,10.36,broken clouds
360,Zhuhai,CN,22.2769,113.5678,89.96,66,20,19.57,few clouds
361,Tromso,NO,69.6496,18.957,45.25,87,75,2.3,broken clouds
362,Dickson,US,36.077,-87.3878,72.52,92,40,9.22,scattered clouds
363,Adrar,MR,20.5022,-10.0711,81.64,16,22,7.61,few clouds
364,Nanortalik,GL,60.1432,-45.2371,37.69,55,3,2.1,clear sky
365,Poiana Lacului,RO,44.8167,24.7333,44.53,45,95,8.43,light rain
366,Zyryanka,RU,65.75,150.85,31.35,51,7,10.74,clear sky
367,Karratha,AU,-20.7377,116.8463,83.41,28,1,18.21,clear sky
368,Basna,IN,21.2833,82.8167,80.71,62,7,1.12,clear sky
369,Praia Da Vitoria,PT,38.7333,-27.0667,72.75,94,75,13.94,broken clouds
370,Whitehorse,CA,60.7161,-135.0538,36.01,69,75,2.3,broken clouds
371,Ipubi,BR,-7.6519,-40.1489,73.96,45,60,2.62,broken clouds
372,Cherskiy,RU,68.75,161.3,12.51,91,13,5.1,few clouds
373,Lata,PT,40.1629,-8.3327,64.81,59,28,5.28,scattered clouds
374,Sabha,LY,27.0377,14.4283,71.94,13,1,9.73,clear sky
375,Baijiantan,CN,45.6333,85.1833,55.8,39,100,22.06,light rain
376,Tessalit,ML,20.1986,1.0114,81.59,12,83,8.46,broken clouds
377,Knysna,ZA,-34.0363,23.0471,57.58,46,99,6.35,overcast clouds
378,Ostersund,SE,63.1792,14.6357,41.45,100,40,5.75,scattered clouds
379,Tamiahua,MX,21.2667,-97.45,78.78,88,7,8.84,clear sky
380,Salcininkai,LT,54.3,25.3833,32.09,77,3,6.29,clear sky
381,Muli,MV,2.9167,73.5667,83.21,75,76,15.77,broken clouds
382,San Juan,AR,-31.5375,-68.5364,65.84,41,0,7.34,clear sky
383,Kitimat,CA,54.0524,-128.6534,45.91,40,100,1.01,moderate rain
384,Ranot,TH,7.7777,100.3213,88.3,59,66,17.67,broken clouds
385,Tchamba,TG,9.0333,1.4167,71.51,98,99,3.22,overcast clouds
386,Keuruu,FI,62.2667,24.7,48.94,87,100,12.46,overcast clouds
387,Lithgow,AU,-33.4833,150.15,45.86,95,100,4.94,overcast clouds
388,Shunyi,CN,40.125,116.6453,66.15,24,0,6.71,clear sky
389,Rancho Palos Verdes,US,33.7445,-118.387,71.67,64,0,1.01,clear sky
390,Malanje,AO,-9.5402,16.341,65.14,81,100,5.77,overcast clouds
391,Gisborne,NZ,-38.6533,178.0042,69.94,61,30,6.93,scattered clouds
392,Roma,US,43.2128,-75.4557,63.84,83,90,8.05,overcast clouds
393,Uchiza,PE,-8.4592,-76.4633,71.01,95,76,2.35,broken clouds
394,San Patricio,US,28.017,-97.5169,84.07,81,2,20.6,clear sky
395,Bayan,CN,46.0833,127.4,58.03,37,0,13.49,clear sky
396,Barroso,BR,-21.1869,-43.9758,59.76,98,100,5.64,light rain
397,Baruun-Urt,MN,46.6806,113.2792,49.42,27,0,17.45,clear sky
398,Naryan-Mar,RU,67.6713,53.087,30.13,94,99,9.98,overcast clouds
399,Samarai,PG,-10.6167,150.6667,79.36,78,100,6.67,overcast clouds
400,Houma,US,29.5958,-90.7195,76.98,90,24,5.77,few clouds
401,Ishinomaki,JP,38.4167,141.3,86,77,35,8.84,scattered clouds
402,Povenets,RU,62.8487,34.8262,48.16,84,99,12.68,overcast clouds
403,Umm Lajj,SA,25.0213,37.2685,83.61,64,0,4,clear sky
404,Altamira,BR,-3.2033,-52.2064,76.55,79,1,5.23,clear sky
405,San Nicolas,PH,18.1725,120.5953,80.51,100,90,25.32,heavy intensity rain
406,Makakilo City,US,21.3469,-158.0858,80.92,62,1,6.91,light intensity drizzle
407,Alofi,NU,-19.0595,-169.9187,78.69,83,90,5.75,overcast clouds
408,Adre,TD,13.4667,22.2,77.95,36,91,6.76,overcast clouds
409,Grindavik,IS,63.8424,-22.4338,39.15,87,75,1.14,broken clouds
410,Moissala,TD,8.3404,17.7663,70.88,98,100,3.96,overcast clouds
411,Pucallpa,PE,-8.3791,-74.5539,80.64,89,40,2.3,scattered clouds
412,Severobaykalsk,RU,55.65,109.3167,44.98,62,92,10.45,overcast clouds
413,Tabuny,RU,52.7773,78.7896,39.09,89,100,6.67,overcast clouds
414,Guane,CU,22.2025,-84.0875,74.75,88,0,4.41,clear sky
415,Port Macquarie,AU,-31.4333,152.9167,62.49,88,75,11.5,broken clouds
416,Toropets,RU,56.4978,31.6353,34.38,91,60,4.97,broken clouds
417,Kuusamo,FI,65.9667,29.1833,46.44,93,90,11.5,overcast clouds
418,Hovd,MN,48.0056,91.6419,43.47,23,100,1.99,overcast clouds
419,Flinders,AU,-34.5833,150.8552,62.38,67,94,7,overcast clouds
420,Rincon,US,32.296,-81.2354,75.06,96,90,3.44,overcast clouds
421,Svetlogorsk,BY,52.6333,29.7333,35.46,74,17,4.68,few clouds
422,Mount Gambier,AU,-37.8333,140.7667,57.11,54,40,11.5,scattered clouds
423,Dahra,DZ,36.2546,0.8519,60.19,59,39,6.58,scattered clouds
424,Havoysund,NO,70.9963,24.6622,45.48,91,100,5.48,overcast clouds
425,Key Largo,US,25.0865,-80.4473,80.01,68,14,5.82,few clouds
426,Ranchi,IN,23.35,85.3333,80.71,65,40,2.3,haze
427,Dingle,PH,10.9995,122.6711,85.53,76,95,15.68,overcast clouds
428,Srikakulam,IN,18.3,83.9,85.75,65,29,5.61,scattered clouds
429,Prince George,CA,53.9166,-122.753,36.63,93,90,0,overcast clouds
430,Marawi,PH,7.9986,124.2928,79.65,77,87,10.16,overcast clouds
431,Nazas,MX,25.2333,-104.1333,75.45,38,2,3.06,clear sky
432,Touzim,CZ,50.0605,12.9851,38.21,93,0,3.44,clear sky
433,Phonhong,LA,18.5007,102.4166,80.42,97,100,1.07,light rain
434,Tongchuan,CN,35.0806,109.0897,44.58,80,100,4.81,light rain
435,Olga,RU,43.7444,135.2892,60.51,35,2,14.36,clear sky
436,Lipari,IT,38.4674,14.954,66.33,54,26,30.91,scattered clouds
437,Balaipungut,ID,1.05,101.2833,86.41,56,80,3.87,broken clouds
438,Sur,OM,22.5667,59.5289,85.3,50,2,4.54,clear sky
439,North Bend,US,43.4065,-124.2243,49.95,96,40,4.61,scattered clouds
440,Pampa,US,35.5362,-100.9599,52.75,100,75,8.05,broken clouds
441,Tombouctou,ML,20,-3,82.49,12,4,7.58,clear sky
442,Veraval,IN,20.9,70.3667,84.47,70,53,2.33,broken clouds
443,Bac Lieu,VN,9.285,105.7244,84.29,77,100,16.73,light rain
444,Baljevac,BA,44.8206,15.7799,41.59,99,100,8.32,light rain
445,Camargo,MX,27.6667,-105.1667,72.84,25,1,9.22,clear sky
446,Brigantine,US,39.4101,-74.3646,68.02,85,90,13.8,overcast clouds
447,Aras,ES,42.5617,-2.356,43.32,93,98,4.61,overcast clouds
448,Ca Mau,VN,9.1769,105.15,83.41,81,100,11.32,moderate rain
449,Boxmeer,NL,51.6467,5.9472,53.76,95,75,3.44,broken clouds
450,Fairbanks,US,64.8378,-147.7164,35.6,96,90,0,mist
451,Nha Trang,VN,12.25,109.1833,86,65,92,5.23,overcast clouds
452,Guadalupe Y Calvo,MX,26.1,-106.9667,50.61,90,0,3.89,clear sky
453,Okhotsk,RU,59.3833,143.3,32.7,70,47,9.42,scattered clouds
454,Saint-Pierre,RE,-21.3393,55.4781,77.29,67,0,2.3,clear sky
455,Enshi,CN,30.3,109.4833,63.66,80,99,1.86,overcast clouds
456,Srandakan,ID,-7.9386,110.2506,82.27,65,91,11.9,overcast clouds
457,Pacific Grove,US,36.6177,-121.9166,60.48,86,75,3,broken clouds
458,Saint-Leu,RE,-21.15,55.2833,76.68,72,1,2.51,clear sky
459,Beeville,US,28.4008,-97.7483,80.78,100,75,16.11,broken clouds
460,Kozhevnikovo,RU,56.2589,83.9714,31.24,53,100,9.51,overcast clouds
461,Westport,US,41.1415,-73.3579,64.36,91,90,1.01,overcast clouds
462,Tadine,NC,-21.55,167.8833,74.53,59,4,11.05,clear sky
463,Birao,CF,10.2849,22.7882,72.36,87,100,4.61,overcast clouds
464,Yebaishou,CN,41.3975,119.6408,58.08,28,0,7.56,clear sky
465,Ayagoz,KZ,47.9714,80.4392,40.82,82,100,22.88,overcast clouds
466,Lima,PE,-12.0432,-77.0282,61.9,83,90,6.91,overcast clouds
467,Ascension,US,30.2169,-90.9001,76.98,90,1,5.75,clear sky
468,Kawalu,ID,-7.3817,108.2082,82.15,67,84,6.08,broken clouds
469,Ziniare,BF,12.5822,-1.2983,78.84,64,100,6.6,overcast clouds
470,Kissamos,GR,35.4939,23.6569,70.92,65,50,7.74,scattered clouds
471,Saint Anthony,US,45.0205,-93.218,57.25,77,75,5.01,broken clouds
472,Belle Fourche,US,44.6714,-103.8522,55.09,59,0,6.62,clear sky
473,Amga,RU,60.8953,131.9608,37.98,69,100,8.93,overcast clouds
474,Trincomalee,LK,8.5711,81.2335,83.08,72,100,16.62,overcast clouds
475,Tall Kayf,TR,37.0833,41.0667,70.14,36,0,9.22,clear sky
476,Massakory,TD,12.996,15.7293,82.49,49,100,7.27,overcast clouds
477,Kabin Buri,TH,13.9511,101.7177,84.85,77,100,5.44,overcast clouds
478,Varlamovo,RU,53.1897,48.4226,42.66,67,61,2.73,broken clouds
479,Longyearbyen,SJ,78.2186,15.6401,30.04,74,75,11.5,light snow
480,Beringovskiy,RU,63.05,179.3167,26.02,84,54,10.22,broken clouds
481,Xunchang,CN,28.4543,104.715,57.87,84,100,0.72,overcast clouds
482,Lasa,IT,46.6166,10.7002,45.86,56,4,7.43,clear sky
483,Bo Phloi,TH,14.3236,99.5161,89.31,67,97,7.63,heavy intensity rain
484,Usinsk,RU,65.9939,57.5281,29.8,96,100,11.52,light snow
485,Ridgecrest,US,35.6225,-117.6709,68.65,18,1,5.01,clear sky
486,Jumla,NP,29.2747,82.1838,66.85,39,0,3.44,clear sky
487,Sola,VU,-13.8833,167.55,80.67,75,15,13.47,few clouds
488,Agadir,MA,30.4202,-9.5982,61.25,85,100,5.03,overcast clouds
489,Khuldabad,IN,20.05,75.1833,79.72,56,14,2.26,few clouds
490,Prince Rupert,CA,54.3161,-130.3201,48.29,85,90,4.61,light rain
491,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,69.69,79,81,6.42,broken clouds
492,Marsh Harbour,BS,26.5412,-77.0636,81.72,63,22,4.43,few clouds
493,Napier,NZ,-39.4833,176.9167,69.24,68,73,5.99,broken clouds
494,Khasan,RU,42.4308,130.6434,61.32,39,0,16.69,clear sky
495,Katsuura,JP,35.1333,140.3,82.51,70,7,16.08,clear sky
496,Vila,PT,42.0304,-8.1588,53.33,73,93,5.57,overcast clouds
497,Kilinochchi,LK,9.3961,80.3982,83.91,72,99,11.27,overcast clouds
498,Udachnyy,RU,66.4167,112.4,21.31,90,100,22.93,light snow
499,Totness,SR,5.8833,-56.3167,79.41,88,100,10.38,overcast clouds
500,Aswan,EG,24.0934,32.907,83.5,28,0,8.05,clear sky
501,Kuytun,RU,54.3419,101.5036,45.43,51,100,2.91,overcast clouds
502,Japura,ID,-0.3167,102.35,82.06,77,97,3.96,overcast clouds
503,Holme,DK,56.1138,10.1725,48.06,92,13,13,few clouds
504,Rio Grande,BR,-32.035,-52.0986,62.94,80,77,18.72,broken clouds
505,Logrono,ES,42.4667,-2.45,52.39,97,99,4.61,overcast clouds
506,Lososina,RU,48.9975,140.3106,52.57,57,12,21.12,few clouds
507,Shache,CN,38.4167,77.2406,54.63,30,100,4.85,overcast clouds
508,Sayyan,YE,15.1718,44.3244,60.48,39,84,10.38,broken clouds
509,Fomboni,KM,-12.28,43.7425,76.77,79,67,6.71,broken clouds
510,Waycross,US,31.2136,-82.354,70.27,97,1,0,clear sky
511,Mananara,MG,-16.1667,49.7667,70.57,78,17,4.85,few clouds
512,Xifeng,CN,42.7372,124.7222,55.72,40,0,4.47,clear sky
513,San Ignacio,BZ,17.1561,-89.0714,74.88,91,12,1.9,few clouds
514,Miedzyrzecz,PL,52.4446,15.578,42.06,67,63,5.55,broken clouds
515,Sobolevo,RU,54.4299,31.8996,35.49,77,88,4.74,overcast clouds
516,Chapais,CA,49.7834,-74.8492,55.18,96,100,6.44,overcast clouds
517,Rio Cuarto,AR,-33.1307,-64.3499,48.83,90,30,4.07,scattered clouds
518,Mahon,ES,39.8885,4.2658,57.76,77,0,5.75,clear sky
519,Valleyview,CA,55.0667,-117.2859,32.04,86,72,2.3,light snow
520,Morrope,PE,-6.5417,-80.0111,66.06,84,98,12.41,overcast clouds
521,Sechura,PE,-5.5569,-80.8222,65.59,85,11,9.98,few clouds
522,Camapua,BR,-19.5314,-54.0439,68.18,94,100,4.5,overcast clouds
523,Aleksandrovka,UA,46.8383,32.7612,35.82,64,0,8.95,clear sky
524,Paratinga,BR,-12.6906,-43.1842,82.71,34,93,4.7,overcast clouds
525,Soyo,AO,-6.1349,12.3689,75.36,81,98,6.71,overcast clouds
526,Dukat,RU,62.55,155.55,20.21,80,1,3.91,clear sky
527,Aklavik,CA,68.2191,-135.0107,29.23,90,99,2.73,overcast clouds
528,Cabedelo,BR,-6.9811,-34.8339,75.87,78,10,9.06,clear sky
529,Jibuti,DJ,11.5,42.5,81.82,57,51,5.37,broken clouds
530,Nova Olinda Do Norte,BR,-3.8881,-59.0942,77.58,74,51,1.52,broken clouds
531,Hambantota,LK,6.1241,81.1185,77.34,100,90,10.36,overcast clouds
532,Tingo Maria,PE,-9.2895,-76.0088,69.15,96,40,2.01,scattered clouds
533,Skjervoy,NO,70.0311,20.9714,44.6,85,100,8.43,overcast clouds
534,Leningradskiy,RU,69.3833,178.4167,22.98,96,100,2.66,light snow
535,Wote,KE,-1.7808,37.6288,64.27,83,97,3.04,overcast clouds
536,Muros,ES,42.7762,-9.0603,64.24,83,59,8.61,broken clouds
537,Kununurra,AU,-15.7667,128.7333,98.58,30,59,6.91,broken clouds
538,Bonthe,SL,7.5264,-12.505,77.43,86,100,4.83,light rain
539,Byron Bay,AU,-28.65,153.6167,75.87,62,80,10.16,broken clouds
540,Cukai,MY,4.25,103.4167,89.74,60,95,6.49,overcast clouds
541,Iskateley,RU,67.6803,53.1512,30.04,94,99,10.07,overcast clouds
542,Outlook,CA,51.5001,-107.0513,53.29,39,45,10.22,light rain
543,Barabai,ID,-2.5833,115.3833,85.59,70,89,0.98,overcast clouds
544,Laurel,US,39.0993,-76.8483,66.63,95,90,1.99,overcast clouds
545,Nexo,DK,55.0607,15.1306,51.89,68,100,18.77,light rain
546,Juntas,CR,10.2809,-84.9595,74.66,89,97,3.47,overcast clouds
547,Yar-Sale,RU,66.8333,70.8333,27.84,78,75,5.01,broken clouds
548,Chaohu,CN,31.6,117.8667,64.51,84,100,9.98,overcast clouds
549,Burayevo,RU,55.8407,55.4083,44.02,90,100,6.2,overcast clouds
550,Kiruna,SE,67.8557,20.2251,40.12,100,75,9.22,moderate rain
551,Neuquen,AR,-38.9516,-68.0591,64.29,34,0,8.05,clear sky
552,Cuamba,MZ,-14.8031,36.5372,70.68,74,34,5.86,scattered clouds
553,Puerto Rondon,CO,6.2805,-71.1,73.98,96,91,4.09,overcast clouds
554,Elat,IL,29.5581,34.9482,75.04,60,0,5.75,clear sky
555,Lichinga,MZ,-13.3128,35.2406,60.89,88,56,13.8,smoke
556,Luganville,VU,-15.5333,167.1667,82.06,75,98,8.77,overcast clouds
557,Benghazi,LY,32.1167,20.0667,76.98,49,68,9.22,broken clouds
558,San Carlos De Bariloche,AR,-41.1456,-71.3082,42.55,65,0,3.44,clear sky
559,Potosi,BO,-19.5836,-65.7531,50.79,21,0,4.88,clear sky
560,Okhtyrka,UA,50.3104,34.8988,42.39,62,98,6.78,overcast clouds
561,Tonantins,BR,-2.8731,-67.8022,74.26,91,5,1.88,clear sky
562,Smithers,CA,54.7804,-127.1743,39.52,81,20,3.44,few clouds
563,Asau,RO,46.4333,26.4,37.76,54,55,1.52,broken clouds
564,Suluova,TR,40.8313,35.6479,51.66,87,75,0,broken clouds
565,Odweyne,SO,9.4092,45.064,75.27,61,97,3.98,overcast clouds
566,Avera,US,33.194,-82.5271,69.31,80,1,5.86,clear sky
567,Diego De Almagro,CL,-26.3667,-70.05,61.02,15,2,1.77,clear sky
568,Vilhena,BR,-12.7406,-60.1458,74.32,61,81,3.58,broken clouds
569,Berzence,HU,46.2091,17.1481,48.06,86,100,8.23,overcast clouds
570,Homer,US,59.6425,-151.5483,44.8,75,90,0,overcast clouds
571,Pemba,MZ,-12.974,40.5178,74.1,94,40,10.36,scattered clouds
572,Tabou,CI,4.423,-7.3528,76.86,89,100,6.53,light rain
573,Inverell,AU,-29.7833,151.1167,69.67,81,100,3,light rain
574,Scottsbluff,US,41.8666,-103.6672,53.29,53,1,1.01,clear sky
575,Pio Xii,BR,-3.8325,-45.1525,75.63,89,6,5.68,clear sky
576,Maniitsoq,GL,65.4167,-52.9,34.48,83,98,6.98,overcast clouds
577,Bontang,ID,0.1333,117.5,84.74,72,100,7.34,overcast clouds
578,Hay River,CA,60.8156,-115.7999,39.18,75,20,17.27,few clouds
579,Grand Haven,US,43.0631,-86.2284,74.43,76,1,1.99,clear sky
580,Bagotville,AU,-28.9833,153.4167,73.42,66,92,9.26,light rain
581,Seredka,RU,58.1584,28.1858,31.75,84,51,8.14,broken clouds
582,Oda,JP,35.1833,132.5,77.77,80,89,5.53,overcast clouds
583,Galveston,US,29.3669,-94.9669,82.22,78,24,5.99,few clouds
584,Ocampo,MX,21.65,-101.5,64.54,67,97,7.4,overcast clouds
585,Geraldton,AU,-28.7667,114.6,70.21,56,40,13.8,scattered clouds
586,Kyshtovka,RU,56.555,76.6271,32.22,51,89,8.03,overcast clouds
587,Piacabucu,BR,-10.4056,-36.4344,74.62,84,71,7.85,broken clouds
588,Waw,SS,7.7029,27.9953,72.16,85,91,4.63,overcast clouds
589,Curitibanos,BR,-27.2828,-50.5844,53.82,95,100,7.74,overcast clouds
590,Hargeysa,SO,9.56,44.065,72.14,66,95,8.63,overcast clouds
591,Akyab,MM,20.15,92.9,86.34,74,76,1.77,broken clouds
592,Gotsu,JP,35,132.2167,77.14,77,87,6.69,overcast clouds
593,Lyuban,BY,52.7985,28.0048,34.27,73,20,5.32,few clouds
594,Santiago De Cao,PE,-7.9589,-79.2392,59.13,94,90,9.22,mist
595,Anloga,GH,5.7947,0.8973,77.22,83,100,7.7,overcast clouds
596,Medea,DZ,36.2642,2.7539,50.45,62,7,5.7,clear sky
597,Aberystwyth,GB,52.4155,-4.0829,46.67,87,80,6.53,broken clouds
598,Warrnambool,AU,-38.3833,142.4833,58.8,53,15,11.5,few clouds
599,Agropoli,IT,40.3469,14.9966,53.1,81,80,5.3,broken clouds
600,Whitecourt,CA,54.1502,-115.6855,34.84,60,20,6.91,few clouds
601,Mbaiki,CF,3.8678,17.9892,68.25,98,99,1.88,light rain
602,Russell,US,32.3502,-85.1999,70.83,93,1,0,mist
603,Caucaia,BR,-3.7361,-38.6531,83.07,75,40,8.05,scattered clouds
604,Halifax,CA,44.6453,-63.5724,51.85,91,100,1.14,overcast clouds
605,Horn Lake,US,34.9554,-90.0348,77.02,77,1,15.01,clear sky
606,Ola,RU,59.5833,151.2833,38.43,42,3,17.36,clear sky
607,Sarahan,IN,31.5167,77.8,63.14,29,0,4.27,clear sky
608,Dongsheng,CN,39.8161,109.9776,48.45,21,0,11.1,clear sky
609,Macas,EC,-2.3167,-78.1167,67.66,95,82,2.77,broken clouds
610,Bambanglipuro,ID,-7.95,110.2833,82.42,64,91,12.17,overcast clouds
611,Bubaque,GW,11.2833,-15.8333,81.66,79,56,6.15,broken clouds
612,Tranas,SE,58.0372,14.9782,47.17,93,98,9.46,overcast clouds
613,Ellsworth,US,44.5434,-68.4195,55.63,96,90,0,overcast clouds
614,Balabac,PH,7.9868,117.0645,84.69,76,99,19.26,heavy intensity rain
615,Lira,UG,2.235,32.9097,66.42,91,98,2.46,overcast clouds
616,Newton,US,42.337,-71.2092,61.99,90,90,1.99,overcast clouds
617,Ecija,ES,37.5422,-5.0826,67.86,74,74,5.23,broken clouds
618,Khandbari,NP,27.3747,87.2039,79.34,64,0,2.48,clear sky
619,Hervey Bay,AU,-25.2986,152.8535,81.03,67,86,16.71,overcast clouds
620,Santa Maria,BR,-29.6842,-53.8069,61.16,95,100,6.85,moderate rain
621,Turukhansk,RU,65.8167,87.9833,27.01,79,100,15.03,overcast clouds
622,Port-Gentil,GA,-0.7193,8.7815,78.1,83,100,7.29,overcast clouds
623,Touba,CI,8.2833,-7.6833,69.21,97,89,2.39,overcast clouds
624,Wembley,AU,-31.9333,115.8,69.04,70,75,20.71,light rain
625,Kabinda,CD,-6.1333,24.4833,69.12,78,100,2.19,overcast clouds
626,Wencheng,CN,33.0559,113.7978,58.86,46,100,12.3,overcast clouds
627,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,39.79,87,90,17.9,light intensity shower rain
628,Aykhal,RU,66,111.5,18.27,91,100,20.94,light snow
629,Serenje,ZM,-13.2325,30.2352,61.74,61,6,12.41,clear sky
630,Palimbang,PH,6.2106,124.1894,85.6,67,39,5.57,moderate rain
631,Pakxe,LA,15.1167,105.7833,87.94,70,40,4.61,scattered clouds
632,Kazerun,IR,29.6195,51.6541,77.99,19,0,5.5,clear sky
633,Chicama,PE,-7.8447,-79.1469,57.74,88,61,5.68,broken clouds
634,Denham Springs,US,30.4869,-90.9562,75.85,93,1,0,clear sky
635,Bowen,AU,-20.0167,148.2333,82.62,58,2,11.65,clear sky
636,Panzhihua,CN,26.5851,101.7128,75.7,63,74,0.83,broken clouds
637,Tarauaca,BR,-8.1614,-70.7656,76.5,75,43,0.78,scattered clouds
638,Noyabrsk,RU,63.1994,75.4507,28.53,70,24,10.47,few clouds
639,Mocuba,MZ,-16.8392,36.9856,72.48,82,38,5.73,light rain
640,Fazilka,IN,30.4,74.0333,91.63,22,0,9.98,clear sky
641,Pervomayskiy,RU,53.2485,40.2871,39.07,70,1,1.03,clear sky
642,Bridlington,GB,54.0831,-0.1919,48.88,83,81,11.88,broken clouds
643,Launceston,AU,-41.45,147.1667,62.15,41,40,3,scattered clouds
644,Barberton,ZA,-25.7884,31.0532,51.93,84,14,1.74,few clouds
645,Bud,US,39.447,-86.1758,73.38,82,29,11.07,scattered clouds
646,Opuwo,NA,-18.0607,13.84,70.63,15,0,4.85,clear sky
647,Kismayo,SO,-0.3582,42.5454,78.53,82,37,13.31,scattered clouds
648,Teya,RU,60.3778,92.6267,28.11,62,14,8.05,few clouds
649,Ilo,PE,-17.6394,-71.3375,61.99,86,41,7.74,scattered clouds
650,Colac,AU,-38.3333,143.5833,58.15,42,63,6.71,broken clouds
651,Strezhevoy,RU,60.7333,77.5889,30.18,60,14,7.83,few clouds
652,Kologriv,RU,58.8275,44.3178,43.86,79,74,7.52,broken clouds
653,Ryotsu,JP,38.0833,138.4333,66.16,90,98,14.72,overcast clouds
654,Old Town,CZ,50.087,14.4202,43.43,86,0,4.61,clear sky
655,Abbeville,FR,50.1,1.8333,50.49,92,48,5.08,scattered clouds
656,Oktyabrskoye,RU,43.0645,44.7417,46.54,93,34,4.47,scattered clouds
657,Half Moon Bay,US,37.4636,-122.4286,63.72,79,40,1.01,mist
658,Takhtamygda,RU,54.1,123.5667,47.07,32,0,9.31,clear sky
659,Gallup,US,35.5281,-108.7426,47.01,51,1,1.99,clear sky
660,Sokoni,TZ,-6.4333,39.55,76.69,82,90,9.28,light rain
661,Alamos,MX,27.0167,-108.9333,75.72,46,0,1.41,clear sky
662,Nemuro,JP,43.3236,145.575,57.63,86,100,8.05,overcast clouds
663,Acarau,BR,-2.8856,-40.12,78.39,77,5,12.21,clear sky
664,Cordoba,AR,-31.4135,-64.1811,57.76,90,0,2.3,clear sky
665,Bosaso,SO,11.2842,49.1816,84.18,74,20,10.36,few clouds
666,Sattahip,TH,12.6664,100.9007,88.29,74,40,11.5,heavy intensity rain
667,Redcar,GB,54.6166,-1.06,48.45,84,74,4,broken clouds
668,Kathu,TH,7.9178,98.3332,87.62,76,71,18.41,broken clouds
669,Concepcion,CL,-36.827,-73.0498,48,100,0,8.05,clear sky
670,Sebrovo,RU,50.0981,43.2976,42.3,59,56,4.65,broken clouds
671,Bandarbeyla,SO,9.4942,50.8122,80.82,78,41,21.63,scattered clouds
672,Kasama,ZM,-10.2129,31.1808,63.79,56,51,4.32,broken clouds
673,Haines Junction,CA,60.7522,-137.5108,26.55,86,13,1.14,few clouds
674,Nishihara,JP,26.1842,127.7558,84.25,84,90,25.32,heavy intensity rain
675,Mariestad,SE,58.7097,13.8237,48.69,96,60,14.41,broken clouds
676,Jinchang,CN,38.4953,102.1739,51.13,46,0,5.1,clear sky
677,Natchitoches,US,31.7668,-93.1335,76.05,83,1,14.97,clear sky
678,Emerald,AU,-23.5333,148.1667,87.94,35,90,10.36,overcast clouds
679,Naze,JP,28.3667,129.4833,83.32,86,88,16.24,overcast clouds
680,Darnah,LY,32.767,22.6367,74.32,51,0,16.4,clear sky
681,Ratnagiri,IN,16.9833,73.3,82.76,77,66,4.16,broken clouds
682,Verrettes,HT,19.05,-72.4667,78.39,90,74,4.21,broken clouds
683,Mastic Beach,US,40.7668,-72.8521,64.98,89,90,1.01,overcast clouds
684,Sandomierz,PL,50.6827,21.749,36.66,73,100,4.65,overcast clouds
685,Puerto Quijarro,BO,-17.7833,-57.7667,75.63,92,85,3.85,overcast clouds
686,Fevik,NO,58.3794,8.6766,46.17,66,67,17.58,broken clouds
687,Chernyshevskiy,RU,63.0128,112.4714,27.81,56,22,14.14,few clouds
688,Grafton,US,42.207,-71.6856,60.35,91,90,6.91,fog
689,Eureka,US,40.8021,-124.1637,54.21,79,0,8.01,clear sky
690,Yerbogachen,RU,61.2767,108.0108,31.28,60,85,14,overcast clouds
691,Comodoro Rivadavia,AR,-45.8667,-67.5,62.46,36,0,28.77,clear sky
692,Turtas,RU,58.9417,69.1325,31.06,58,4,4.34,clear sky
693,Tucupita,VE,9.0622,-62.051,75.09,98,96,3.44,overcast clouds
694,Seoul,KR,37.5683,126.9778,66.61,61,0,6.91,clear sky
695,Kelo,TD,9.3086,15.8066,70.36,80,100,4.59,overcast clouds
696,Ouahigouya,BF,13.5828,-2.4216,82.27,56,98,8.59,overcast clouds
697,Petrinja,HR,45.4375,16.29,49.12,96,100,9.51,moderate rain
698,Aklera,IN,24.4167,76.5667,84.27,56,4,4,clear sky
699,Vung Tau,VN,10.346,107.0843,81.41,84,100,12.28,overcast clouds
700,Andenes,NO,69.3143,16.1194,44.08,87,75,4.61,broken clouds
701,Mangai,CD,-4.05,19.5333,67.82,98,100,1.88,overcast clouds
702,Maryborough,AU,-25.5333,152.7,82.54,42,86,11.59,overcast clouds
703,Moratuwa,LK,6.773,79.8816,82.35,78,88,11.59,overcast clouds
704,Polson,US,47.6936,-114.1632,42.42,70,63,4.16,broken clouds
